mutation distance,stability,morality,cycle length,generation count,seed
0,0.001,0.9884,0,1000,19561831
0,0.001,0.9884,0,1000,19561832
0,0.001,0.989,0,1000,19561833
0,0.001,0.9889,0,1000,19561834
0,0.001,0.989,0,1000,19561835
0,0.001,0.9891,0,1000,19561836
0,0.001,0.9882,0,1000,19561837
0,0.001,0.9887,0,1000,19561838
0,0.001,0.9888,0,1000,19561839
0,0.001,0.9883,0,1000,19561840
0,0.001,0.9889,0,1000,19561841
0,0.001,0.9878,0,1000,19561842
0,0.001,0.9879,0,1000,19561843
0,0.001,0.9888,0,1000,19561844
0,0.001,0.9884,0,1000,19561845
0,0.001,0.9868,0,1000,19561846
0,0.001,0.989,0,1000,19561847
0,0.001,0.9887,0,1000,19561848
0,0.001,0.9886,0,1000,19561849
0,0.001,0.9886,0,1000,19561850
0,0.001,0.9891,0,1000,19561851
0,0.001,0.9882,0,1000,19561852
0,0.001,0.9889,0,1000,19561853
0,0.001,0.9891,0,1000,19561854
0,0.001,0.9872,0,1000,19561855
0,0.001,0.9891,0,1000,19561856
0,0.001,0.9865,0,1000,19561857
0,0.001,0.9894,0,1000,19561858
0,0.001,0.9892,0,1000,19561859
0,0.001,0.989,0,1000,19561860
0,0.001,0.9885,0,1000,19561861
0,0.001,0.9891,0,1000,19561862
0,0.001,0.9889,0,1000,19561863
0,0.001,0.9892,0,1000,19561864
0,0.001,0.9876,0,1000,19561865
0,0.001,0.9882,0,1000,19561866
0,0.001,0.9883,0,1000,19561867
0,0.001,0.9889,0,1000,19561868
0,0.001,0.9889,0,1000,19561869
0,0.001,0.9883,0,1000,19561870
0,0.001,0.9885,0,1000,19561871
0,0.001,0.9878,0,1000,19561872
0,0.001,0.9883,0,1000,19561873
0,0.001,0.988,0,1000,19561874
0,0.001,0.9886,0,1000,19561875
0,0.001,0.9888,0,1000,19561876
0,0.001,0.9889,0,1000,19561877
0,0.001,0.9879,0,1000,19561878
0,0.001,0.9886,0,1000,19561879
0,0.001,0.9877,0,1000,19561880
0,0.001,0.9881,0,1000,19561881
0,0.001,0.9884,0,1000,19561882
0,0.001,0.989,0,1000,19561883
0,0.001,0.9889,0,1000,19561884
0,0.001,0.9888,0,1000,19561885
0,0.001,0.9886,0,1000,19561886
0,0.001,0.9878,0,1000,19561887
0,0.001,0.9887,0,1000,19561888
0,0.001,0.9889,0,1000,19561889
0,0.001,0.9891,0,1000,19561890
0,0.001,0.9892,0,1000,19561891
0,0.001,0.9889,0,1000,19561892
0,0.001,0.989,0,1000,19561893
0,0.001,0.9882,0,1000,19561894
0,0.001,0.9891,0,1000,19561895
0,0.001,0.9879,0,1000,19561896
0,0.001,0.9881,0,1000,19561897
0,0.001,0.9888,0,1000,19561898
0,0.001,0.9885,0,1000,19561899
0,0.001,0.9885,0,1000,19561900
0,0.001,0.9886,0,1000,19561901
0,0.001,0.9885,0,1000,19561902
0,0.001,0.9888,0,1000,19561903
0,0.001,0.9891,0,1000,19561904
0,0.001,0.9879,0,1000,19561905
0,0.001,0.9884,0,1000,19561906
0,0.001,0.989,0,1000,19561907
0,0.001,0.9884,0,1000,19561908
0,0.001,0.9886,0,1000,19561909
0,0.001,0.9883,0,1000,19561910
0,0.001,0.9865,0,1000,19561911
0,0.001,0.9884,0,1000,19561912
0,0.001,0.9877,0,1000,19561913
0,0.001,0.9884,0,1000,19561914
0,0.001,0.9894,0,1000,19561915
0,0.001,0.9873,0,1000,19561916
0,0.001,0.988,0,1000,19561917
0,0.001,0.9886,0,1000,19561918
0,0.001,0.9893,0,1000,19561919
0,0.001,0.9886,0,1000,19561920
0,0.001,0.9887,0,1000,19561921
0,0.001,0.9885,0,1000,19561922
0,0.001,0.9877,0,1000,19561923
0,0.001,0.9885,0,1000,19561924
0,0.001,0.9889,0,1000,19561925
0,0.001,0.9882,0,1000,19561926
0,0.001,0.9889,0,1000,19561927
0,0.001,0.9881,0,1000,19561928
0,0.001,0.9888,0,1000,19561929
0,0.001,0.9875,0,1000,19561930
1,0.001,0.9236,0,1000,19561831
1,0.001,0.925,0,1000,19561832
1,0.001,0.9254,0,1000,19561833
1,0.001,0.9245,0,1000,19561834
1,0.001,0.9247,0,1000,19561835
1,0.001,0.9265,0,1000,19561836
1,0.001,0.9245,0,1000,19561837
1,0.001,0.9242,0,1000,19561838
1,0.001,0.9244,0,1000,19561839
1,0.001,0.924,0,1000,19561840
1,0.001,0.9246,0,1000,19561841
1,0.001,0.9246,0,1000,19561842
1,0.001,0.9222,0,1000,19561843
1,0.001,0.9257,0,1000,19561844
1,0.001,0.9241,0,1000,19561845
1,0.001,0.921,0,1000,19561846
1,0.001,0.9257,0,1000,19561847
1,0.001,0.924,0,1000,19561848
1,0.001,0.9247,0,1000,19561849
1,0.001,0.9246,0,1000,19561850
1,0.001,0.9246,0,1000,19561851
1,0.001,0.9237,0,1000,19561852
1,0.001,0.9244,0,1000,19561853
1,0.001,0.9248,0,1000,19561854
1,0.001,0.9219,0,1000,19561855
1,0.001,0.9248,0,1000,19561856
1,0.001,0.9231,0,1000,19561857
1,0.001,0.9269,0,1000,19561858
1,0.001,0.9259,0,1000,19561859
1,0.001,0.9242,0,1000,19561860
1,0.001,0.9234,0,1000,19561861
1,0.001,0.9247,0,1000,19561862
1,0.001,0.9247,0,1000,19561863
1,0.001,0.9248,0,1000,19561864
1,0.001,0.9232,0,1000,19561865
1,0.001,0.9242,0,1000,19561866
1,0.001,0.9234,0,1000,19561867
1,0.001,0.925,0,1000,19561868
1,0.001,0.9252,0,1000,19561869
1,0.001,0.9236,0,1000,19561870
1,0.001,0.9228,0,1000,19561871
1,0.001,0.9229,0,1000,19561872
1,0.001,0.9227,0,1000,19561873
1,0.001,0.9241,0,1000,19561874
1,0.001,0.9242,0,1000,19561875
1,0.001,0.9237,0,1000,19561876
1,0.001,0.9244,0,1000,19561877
1,0.001,0.9242,0,1000,19561878
1,0.001,0.9258,0,1000,19561879
1,0.001,0.9219,0,1000,19561880
1,0.001,0.9242,0,1000,19561881
1,0.001,0.9242,0,1000,19561882
1,0.001,0.9243,0,1000,19561883
1,0.001,0.9249,0,1000,19561884
1,0.001,0.9237,0,1000,19561885
1,0.001,0.9265,0,1000,19561886
1,0.001,0.9245,0,1000,19561887
1,0.001,0.9247,0,1000,19561888
1,0.001,0.9259,0,1000,19561889
1,0.001,0.9254,0,1000,19561890
1,0.001,0.9257,0,1000,19561891
1,0.001,0.9248,0,1000,19561892
1,0.001,0.9247,0,1000,19561893
1,0.001,0.9239,0,1000,19561894
1,0.001,0.9251,0,1000,19561895
1,0.001,0.9227,0,1000,19561896
1,0.001,0.925,0,1000,19561897
1,0.001,0.9247,0,1000,19561898
1,0.001,0.9241,0,1000,19561899
1,0.001,0.9245,0,1000,19561900
1,0.001,0.9243,0,1000,19561901
1,0.001,0.9239,0,1000,19561902
1,0.001,0.9261,0,1000,19561903
1,0.001,0.9248,0,1000,19561904
1,0.001,0.9243,0,1000,19561905
1,0.001,0.9242,0,1000,19561906
1,0.001,0.9246,0,1000,19561907
1,0.001,0.9238,0,1000,19561908
1,0.001,0.9234,0,1000,19561909
1,0.001,0.9213,0,1000,19561910
1,0.001,0.9219,0,1000,19561911
1,0.001,0.9254,0,1000,19561912
1,0.001,0.9234,0,1000,19561913
1,0.001,0.9233,0,1000,19561914
1,0.001,0.9254,0,1000,19561915
1,0.001,0.9229,0,1000,19561916
1,0.001,0.9246,0,1000,19561917
1,0.001,0.9248,0,1000,19561918
1,0.001,0.9256,0,1000,19561919
1,0.001,0.9238,0,1000,19561920
1,0.001,0.9239,0,1000,19561921
1,0.001,0.9239,0,1000,19561922
1,0.001,0.9227,0,1000,19561923
1,0.001,0.9255,0,1000,19561924
1,0.001,0.9255,0,1000,19561925
1,0.001,0.9249,0,1000,19561926
1,0.001,0.9242,0,1000,19561927
1,0.001,0.9246,0,1000,19561928
1,0.001,0.9238,0,1000,19561929
1,0.001,0.9234,0,1000,19561930
2,0.001,0.6506,0,1000,19561831
2,0.001,0.6594,0,1000,19561832
2,0.001,0.6581,0,1000,19561833
2,0.001,0.6551,0,1000,19561834
2,0.001,0.6525,0,1000,19561835
2,0.001,0.6609,0,1000,19561836
2,0.001,0.6565,0,1000,19561837
2,0.001,0.6507,0,1000,19561838
2,0.001,0.6509,0,1000,19561839
2,0.001,0.651,0,1000,19561840
2,0.001,0.6532,0,1000,19561841
2,0.001,0.6591,0,1000,19561842
2,0.001,0.6441,0,1000,19561843
2,0.001,0.6584,0,1000,19561844
2,0.001,0.6545,0,1000,19561845
2,0.001,0.6472,0,1000,19561846
2,0.001,0.6566,0,1000,19561847
2,0.001,0.6516,0,1000,19561848
2,0.001,0.652,0,1000,19561849
2,0.001,0.66,0,1000,19561850
2,0.001,0.6527,0,1000,19561851
2,0.001,0.6527,0,1000,19561852
2,0.001,0.6512,0,1000,19561853
2,0.001,0.6543,0,1000,19561854
2,0.001,0.6467,0,1000,19561855
2,0.001,0.6545,0,1000,19561856
2,0.001,0.6553,0,1000,19561857
2,0.001,0.6627,0,1000,19561858
2,0.001,0.655,0,1000,19561859
2,0.001,0.6465,0,1000,19561860
2,0.001,0.6559,0,1000,19561861
2,0.001,0.6551,0,1000,19561862
2,0.001,0.656,0,1000,19561863
2,0.001,0.6525,0,1000,19561864
2,0.001,0.6547,0,1000,19561865
2,0.001,0.646,0,1000,19561866
2,0.001,0.6506,0,1000,19561867
2,0.001,0.6544,0,1000,19561868
2,0.001,0.6573,0,1000,19561869
2,0.001,0.6544,0,1000,19561870
2,0.001,0.6446,0,1000,19561871
2,0.001,0.65,0,1000,19561872
2,0.001,0.6453,0,1000,19561873
2,0.001,0.6563,0,1000,19561874
2,0.001,0.6528,0,1000,19561875
2,0.001,0.6509,0,1000,19561876
2,0.001,0.6525,0,1000,19561877
2,0.001,0.6557,0,1000,19561878
2,0.001,0.6587,0,1000,19561879
2,0.001,0.6445,0,1000,19561880
2,0.001,0.6547,0,1000,19561881
2,0.001,0.65,0,1000,19561882
2,0.001,0.6515,0,1000,19561883
2,0.001,0.6545,0,1000,19561884
2,0.001,0.6482,0,1000,19561885
2,0.001,0.6628,0,1000,19561886
2,0.001,0.6537,0,1000,19561887
2,0.001,0.6507,0,1000,19561888
2,0.001,0.6593,0,1000,19561889
2,0.001,0.6554,0,1000,19561890
2,0.001,0.6507,0,1000,19561891
2,0.001,0.6565,0,1000,19561892
2,0.001,0.654,0,1000,19561893
2,0.001,0.6535,0,1000,19561894
2,0.001,0.6542,0,1000,19561895
2,0.001,0.6523,0,1000,19561896
2,0.001,0.652,0,1000,19561897
2,0.001,0.6552,0,1000,19561898
2,0.001,0.6519,0,1000,19561899
2,0.001,0.6555,0,1000,19561900
2,0.001,0.6536,0,1000,19561901
2,0.001,0.6515,0,1000,19561902
2,0.001,0.6613,0,1000,19561903
2,0.001,0.6485,0,1000,19561904
2,0.001,0.6562,0,1000,19561905
2,0.001,0.6531,0,1000,19561906
2,0.001,0.6514,0,1000,19561907
2,0.001,0.6555,0,1000,19561908
2,0.001,0.6477,0,1000,19561909
2,0.001,0.6438,0,1000,19561910
2,0.001,0.6472,0,1000,19561911
2,0.001,0.6534,0,1000,19561912
2,0.001,0.6501,0,1000,19561913
2,0.001,0.6484,0,1000,19561914
2,0.001,0.6574,0,1000,19561915
2,0.001,0.6513,0,1000,19561916
2,0.001,0.6571,0,1000,19561917
2,0.001,0.6555,0,1000,19561918
2,0.001,0.6575,0,1000,19561919
2,0.001,0.6476,0,1000,19561920
2,0.001,0.6547,0,1000,19561921
2,0.001,0.652,0,1000,19561922
2,0.001,0.6493,0,1000,19561923
2,0.001,0.6629,0,1000,19561924
2,0.001,0.6559,0,1000,19561925
2,0.001,0.6602,0,1000,19561926
2,0.001,0.6526,0,1000,19561927
2,0.001,0.6571,0,1000,19561928
2,0.001,0.6524,0,1000,19561929
2,0.001,0.6527,0,1000,19561930
